🌏｜央视频道,#genre#
江苏卫视,http://125.210.152.19:9120/live/hzgq-jswsgq-h264.m3u8
江西卫视,http://125.210.152.19:9120/live/hzgq-jxwsgq-h264.m3u8
辽宁卫视,http://125.210.152.19:9120/live/hzgq-lnwsgq-h264.m3u8
内蒙古卫视,http://125.210.152.19:9120/live/hszx-nmgtv-h264.m3u8
宁夏卫视,http://125.210.152.19:9120/live/hszx-nxtv-h264.m3u8
山东卫视,http://125.210.152.19:9120/live/hzgq-sdwsgq-h264.m3u8
陕西卫视,http://125.210.152.19:9120/live/hszx-shanxitv-h264.m3u8
陕西卫视,http://125.210.152.19:9120/live/hszx-sxtv-h264.m3u8
深圳卫视,http://125.210.152.19:9120/live/hzgq-szwsgq-h264.m3u8
天津卫视,http://125.210.152.19:9120/live/hzgq-tjwsgq-h264.m3u8
西藏卫视,http://125.210.152.19:9120/live/hszx-xztv-h264.m3u8
河南卫视,http://125.210.152.19:9120/live/hzgq-henangq-h264.m3u8
青海卫视,http://125.210.152.19:9120/live/hszx-qhtv-h264.m3u8
四川卫视,http://125.210.152.19:9120/live/hzgq-ssws-h264.m3u8
新疆卫视,http://125.210.152.19:9120/live/hszx-xjtv-h264.m3u8
云南卫视,http://125.210.152.19:9120/live/hzgq-ynwsgq-h264.m3u8
重庆卫视,http://125.210.152.19:9120/live/hzgq-cqwsgq-h264.m3u8
大湾区卫视,http://xjayrf.eatuo.com:9901/tsfile/live/1017_1.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
兵团卫视,https://epg.pw/stream/966919e8a14b16545e953c557870c0079cf5d6a5e0b9854ceffd01df7a3b38fe.m3u8
兵团卫视,https://epg.pw/stream/39e630e4eb2b57f6696f44e6aba62ccc41c4afffdbe1b08c13ff72a50b6773c2.m3u8
兵团卫视,https://epg.pw/stream/3634858e840b0f800bc3e36a66b3348a9b94505c5f51a6cc6c2090f7095b7aec.m3u8
大湾区卫视,https://epg.pw/stream/a3aae37d0ad0af9f15eaf53aaa6b791edd9626f599df504ddc9f2893656ca49d.m3u8
大湾区卫视,https://epg.pw/stream/5fb9f1936801566e01ac590b1cf7b39a14f39c96739ae59c5abaa80e79d96e49.m3u8
大湾区卫视,https://epg.pw/stream/d2dcfcccfb1697d55e73ee23174294f3566318b4cf926c79e28483822af23093.m3u8
康巴卫视,https://epg.pw/stream/1173d04d6a77f9a3b39fada9196f9bf2a143be572c092b3eeaf09e96470107df.m3u8
康巴卫视,https://epg.pw/stream/e1402b71e23a31119fde86d2661dde4da40c396b36b32411c73e6c74aa094e70.m3u8
厦门卫视,https://epg.pw/stream/75ded3170066bb4f8e770b978b68493d7d960728edaa893819a810bf44303bb5.m3u8
厦门卫视,https://epg.pw/stream/639318035f7961da8481f38f3a2f43367bcb8a41575f123a7e78412f70bcd8de.m3u8
三沙卫视,https://epg.pw/stream/2550af1e38988dc78a811bcb3864c9c00fb1677f479b099ffa843f501a8bd8d5.m3u8
三沙卫视,https://epg.pw/stream/4e79661b49bfb12ff3cf33060c1a7b910e0293579611cc416ec96ff064ea5640.m3u8
三沙卫视,https://epg.pw/stream/1b27510c1e89c05f89015c09a6c1b0e135e7aae7457a1e0aa01e46fed8503b8d.ctv
三沙卫视,https://epg.pw/stream/f9f9fdc2b1bb579eb69137384e0dcd345dc83604478cff14cb1d7ca98611bb67.ctv
农林卫视,https://epg.pw/stream/713e65cd30be576ca50c58aef5fb3fed90cb25bb46c7a45dfac354b405e1a6e8.m3u8


 

test,#genre#
民視,rtmp://119.81.124.89/sat/tv051
台視,rtmp://119.81.124.89/sat/tv071
中視,rtmp://119.81.124.89/sat/tv091
華視,rtmp://119.81.124.89/sat/tv111
TVBS新聞,rtmp://119.81.124.89/sat/tv551
TVBS歡樂,rtmp://119.81.124.89/sat/tv421
東森財經新聞,rtmp://119.81.124.89/sat/tv571
緯來育樂,rtmp://119.81.124.89/sat/tv701
緯來體育,rtmp://119.81.124.89/sat/tv721
ELEVEN1,rtmp://119.81.124.89/sat/tv731
ELEVEN2,rtmp://119.81.124.89/sat/tv741
MOMO綜合,rtmp://119.81.124.89/sat/tv761
緯來日本,rtmp://119.81.124.89/sat/tv771
ELTA體育1,rtmp://119.81.124.89/sat/md031
ELEVEN2,rtmp://119.81.124.89/sat/md041
博斯魅力,rtmp://119.81.124.89/sat/md051
民視,rtmp://219.80.97.77/sat/tv051
台視,rtmp://219.80.97.77/sat/tv071
中視,rtmp://219.80.97.77/sat/tv091
華視,rtmp://219.80.97.77/sat/tv111
TVBS新聞,rtmp://219.80.97.77/sat/tv551
TVBS歡樂,rtmp://219.80.97.77/sat/tv421
東森財經新聞,rtmp://219.80.97.77/sat/tv571
緯來育樂,rtmp://219.80.97.77/sat/tv701
緯來體育,rtmp://219.80.97.77/sat/tv721
ELEVEN1,rtmp://219.80.97.77/sat/tv731
ELEVEN2,rtmp://219.80.97.77/sat/tv741
MOMO綜合,rtmp://219.80.97.77/sat/tv761
緯來日本,rtmp://219.80.97.77/sat/tv771
ELTA體育1,rtmp://219.80.97.77/sat/md031
ELEVEN2,rtmp://219.80.97.77/sat/md041
博斯魅力,rtmp://219.80.97.77/sat/md051
靖天卡通,http://www.336699.live:1935/blockfour/4gtv-4gtv044.stream/playlist.m3u8
靖洋戲劇,http://www.336699.live:1935/blockfour/4gtv-4gtv045.stream/playlist.m3u8
采昌影劇,http://www.336699.live:1935/blockfour/4gtv-4gtv049.stream/playlist.m3u8
GinX,http://www.336699.live:1935/blockfour/4gtv-4gtv053.stream/playlist.m3u8
靖天歡樂,http://www.336699.live:1935/blockfour/4gtv-4gtv054.stream/playlist.m3u8
靖天映畫,http://www.336699.live:1935/blockfour/4gtv-4gtv055.stream/playlist.m3u8
靖天戲劇,http://www.336699.live:1935/blockfour/4gtv-4gtv058.stream/playlist.m3u8
靖天育樂,http://www.336699.live:1935/blockfour/4gtv-4gtv062.stream/playlist.m3u8
靖天國際,http://www.336699.live:1935/blockfour/4gtv-4gtv063.stream/playlist.m3u8
中視菁采,http://www.336699.live:1935/blockfour/4gtv-4gtv064.stream/playlist.m3u8
ELTA娛樂,http://www.336699.live:1935/blockfour/4gtv-4gtv070.stream/playlist.m3u8
TRACE,http://www.336699.live:1935/blockfour/4gtv-4gtv077.stream/playlist.m3u8
阿里郎,http://www.336699.live:1935/blockfour/4gtv-4gtv079.stream/playlist.m3u8
HITS,http://www.336699.live:1935/blockfour/4gtv-4gtv082.stream/playlist.m3u8
mezzo live,http://www.336699.live:1935/blockfour/4gtv-4gtv083.stream/playlist.m3u8
智林體育,http://www.336699.live:1935/blockfour/4gtv-4gtv101.stream/playlist.m3u8
龍華日韓,http://www.336699.live:1935/blockfour/litv-longturn11.stream/playlist.m3u8
亞洲旅遊,http://www.336699.live:1935/blocksix/litv-longturn17.stream/playlist.m3u8
美國之音,http://www.336699.live:1935/blockfour/litv-ftv03.stream/playlist.m3u8
半島電視,http://www.336699.live:1935/blockfour/litv-ftv10.stream/playlist.m3u8
i-Fun愛放,http://www.336699.live:1935/blockfour/litv-ftv15.stream/playlist.m3u8
人間衛視,http://www.336699.live:1935/blocksix/4gtv-live008.stream/chunklist.m3u8
ROLLOR,http://www.336699.live:1935/blocksix/4gtv-live012.stream/chunklist.m3u8
東森財經新聞,http://www.336699.live:1935/blocksix/4gtv-live019.stream/chunklist.m3u8
老電影,http://www.336699.live:1935/blocksix/4gtv-live021.stream/chunklist.m3u8
經典卡通,http://www.336699.live:1935/blocksix/4gtv-live022.stream/chunklist.m3u8
精選動漫,http://www.336699.live:1935/blocksix/4gtv-live024.stream/chunklist.m3u8
影迷紀實,http://www.336699.live:1935/blocksix/4gtv-live023.stream/chunklist.m3u8
Lifetime,http://www.336699.live:1935/blocksix/4gtv-live029.stream/chunklist.m3u8
LIVE互動英語,http://www.336699.live:1935/blocksix/4gtv-live030.stream/chunklist.m3u8
東森購物,http://www.336699.live:1935/blocksix/4gtv-live046.stream/chunklist.m3u8
東森購物2,http://www.336699.live:1935/blocksix/4gtv-live047.stream/chunklist.m3u8
全球財經,http://www.336699.live:1935/blocksix/4gtv-live060.stream/chunklist.m3u8
全民最大黨,http://www.336699.live:1935/blocksix/4gtv-live076.stream/chunklist.m3u8
Pet Club,http://www.336699.live:1935/blocksix/4gtv-live110.stream/chunklist.m3u8
Gobal Trekker,http://www.336699.live:1935/blocksix/4gtv-live112.stream/chunklist.m3u8
LUXE,http://www.336699.live:1935/blocksix/4gtv-live121.stream/chunklist.m3u8
ELTA生活旅遊,http://www.336699.live:1935/blocksix/4gtv-live120.stream/chunklist.m3u8
Style,http://www.336699.live:1935/blocksix/4gtv-live122.stream/chunklist.m3u8
中天美食旅遊,http://www.336699.live:1935/blocksix/4gtv-live123.stream/chunklist.m3u8
CNN,http://www.336699.live:1935/blocksix/4gtv-live130.stream/chunklist.m3u8
MCE,http://www.336699.live:1935/blocksix/4gtv-live157.stream/chunklist.m3u8
TaiwanPlus,https://ythls.onrender.com/channel/UC7c6rvyAZLpKGk8ttVnpnLA.m3u8
ELEVEN1,http://61.221.81.93:8078/hls/25/80/esport.m3u8
ELEVEN2,http://61.221.81.93:8078/hls/26/80/esport2.m3u8
華視新聞資訊,http://stream.dsichannel.com/hls/cts-news.m3u8
好消息,http://123.51.230.108:18507/.m3u8
緯來體育,http://123.51.230.108:18509/.m3u8
龍華戲劇,http://123.51.230.108:18513/.m3u8
東森財經,http://123.51.230.108:18515/.m3u8
NHK,http://123.51.230.108:18525/.m3u8
東森戲劇,http://123.51.230.108:18538/.m3u8
八大第一,http://123.51.230.108:18539/.m3u8
緯來綜合,http://123.51.230.108:18540/.m3u8
緯來育樂,http://123.51.230.108:18541/.m3u8
台視,http://123.51.230.108:18543/.m3u8
龍華日韓,http://123.51.230.108:18551/.m3u8
東風37,http://123.51.230.108:18560/.m3u8
人間衛視,http://123.51.230.108:18561/.m3u8
大愛,http://123.51.230.108:18567/.m3u8
民視新聞,http://123.51.230.108:18663/.m3u8
三立台灣,https://epg.pw/stream/8820efdb802a5ce652f529e4fa05032b6a2d492f2ee100507da6b37031ea0b52.m3u8
三立都會,https://epg.pw/stream/6ebd77dd2cf92af699c1bcb91e7bd75ffae72dfe3c30e59619c6c05cff653a5f.m3u8
民視綜藝,https://epg.pw/stream/919d22fc22bc420c0bd0b482c6349593ed7c05d598bc85d75e7fff295814aa3d.ctv
民視影劇,https://epg.pw/stream/711eaf341ce145b730905ddc136a28beb43226d204c70e67b4b97d7f4a78a36f.ctv
民視旅遊,https://epg.pw/stream/187d3b053e980df1d7d725b91f7c14a14040829d14b9f4dfe8910d10ddcc100f.ctv
民視第一,https://epg.pw/stream/22d9262318e98c3cc09e2fc6bc1f077b683d4172e637c7c3aa90df61abdfa470.ctv
民視台灣,https://epg.pw/stream/3737466b175e9157ac72e9539e899a2710d6bb8f15b2b936508eb0ff5fd477df.ctv
MTV,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS02/master_1400.m3u8
三立新聞,http://123.51.230.64:18543/http/192.168.1.9:8081/hls/65/807/ch18.m3u8
原住民電視,http://streamipcf.akamaized.net/live/_definst_/live_720/chunklist_b1500.m3u8
台視,http://107.151.203.111:2209/135/us50.php?id=tsk
民視,http://107.151.203.111:2209/135/us50.php?id=msk
中天綜合,http://107.151.203.111:2209/135/us50.php?id=ztz
TVBS,http://2023.stream-link.org/playlist/tvbs.flv
TVBS新聞,http://2023.stream-link.org/playlist/tvbs_news.flv
東森財經新聞,http://2023.stream-link.org/playlist/ebc_finance.flv
東森新聞,http://2023.stream-link.org/playlist/ebc_news.flv
華視新聞,http://2023.stream-link.org/playlist/cts_news.flv
寰宇國際新聞,http://2023.stream-link.org/playlist/global_news.flv
寰宇新聞,http://2023.stream-link.org/playlist/global_tw.flv
民視新聞,http://2023.stream-link.org/playlist/ftv_news.flv
三立新聞,http://2023.stream-link.org/playlist/set_news.flv
三立NEWS+,http://2023.stream-link.org/playlist/set_news+.flv
中視新聞,http://2023.stream-link.org/playlist/ctv_news.flv
中天新聞,http://2023.stream-link.org/playlist/cti_news.flv
中天亞洲,http://2023.stream-link.org/playlist/cti_asia.flv
中天綜合,http://2023.stream-link.org/playlist/cti_zh.flv
東森財經新聞,https://ytm2.yuanhsing.cf/EBCFinancial.m3u8
中天新聞,https://ytm2.yuanhsing.cf/ctitv.m3u8
鏡新聞,https://ytm2.yuanhsing.cf/mnews.m3u8
TVBS新聞,https://ytm2.yuanhsing.cf/TVBSNEWS01.m3u8
中視新聞,https://ytm2.yuanhsing.cf/twctvnews.m3u8
台視新聞,https://ytm2.yuanhsing.cf/ttvnewsview.m3u8
民視新聞,https://ytm2.yuanhsing.cf/FTVCP.m3u8
三立新聞,https://ytm2.yuanhsing.cf/SETLIVE.m3u8
寰宇新聞,https://ytm2.yuanhsing.cf/GlobalNewsTV.m3u8
大愛,https://ytm2.yuanhsing.cf/DaAiVideo.m3u8
酒鬼廚娘,https://ytm2.yuanhsing.cf/Faintv.m3u8
包青天,https://ytm2.yuanhsing.cf/ctsprog.m3u8
天才衝衝衝,https://ytm2.yuanhsing.cf/TBSCTSSHOW.m3u8
新玫瑰瞳鈴眼,https://ytm2.yuanhsing.cf/FTVDRAMA.m3u8
粉紅豬小妹,https://ytm2.yuanhsing.cf/PeppaPig.m3u8

测试,#genre#
凤凰中文,http://162.19.247.76:22222/live/fenghuangweishi/index.m3u8
凤凰资讯,http://162.19.247.76:22222/live/fenghuangzhixun/index.m3u8
凤凰香港,http://162.19.247.76:22222/live/fenghuangxianggang/index.m3u8
中天娱乐台,http://162.19.247.76:22222/live/ztyl/index.m3u8
中天亚洲台,http://162.19.247.76:22222/live/ztyz/index.m3u8
翡翠台,http://162.19.247.76:22222/live/tvbfc/index.m3u8
J2,http://162.19.247.76:22222/live/tvbj2/index.m3u8
TVB J5,http://162.19.247.76:22222/live/tvbj5/index.m3u8
三立台湾,http://162.19.247.76:22222/live/uch5/index.m3u8
三立都会台,http://162.19.247.76:22222/live/uch6/index.m3u8
台视,http://162.19.247.76:22222/live/taishi/index.m3u8
中视,http://162.19.247.76:22222/live/zhongshi/index.m3u8
天映经典台,http://162.19.247.76:22222/live/tyjd/index.m3u8
东森戏剧台,http://162.19.247.76:22222/live/dsxj/index.m3u8
东森电影台,http://162.19.247.76:22222/live/dsdyt/index.m3u8
东森洋片台,http://162.19.247.76:22222/live/dsypt/index.m3u8
欢喜台,http://162.19.247.76:22222/live/uch3/index.m3u8
AOD,http://162.19.247.76:22222/live/uch7/index.m3u8
华视,http://162.19.247.76:22222/live/huashi/index.m3u8
无线新闻,http://162.19.247.76:22222/live/tvbnews/index.m3u8
东森电影,http://162.19.247.76:22222/live/dsdyt/index.m3u8
东森洋片,http://162.19.247.76:22222/live/dsypt/index.m3u8
东森戏剧,http://162.19.247.76:22222/live/dsxj/index.m3u8
天映经典,http://162.19.247.76:22222/live/tyjd/index.m3u8
中天娱乐,http://162.19.247.76:22222/live/ztyl/index.m3u8
中天亚洲,http://162.19.247.76:22222/live/ztyz/index.m3u8
翡翠台,http://162.19.247.76:22222/live/tvbfc/index.m3u8
无线新闻,http://162.19.247.76:22222/live/tvbnews/index.m3u8
j2,http://162.19.247.76:22222/live/tvbj2/index.m3u8
sun,#genre#
MTV Live,mitv://generationnexxxt.com:19806/644b68b5000c14aa2865d9c1567d521e
Mezzo Live,mitv://generationnexxxt.com:19806/35c919f9094445e98749b1511bb4aaf4
CLASSICA 古典乐,mitv://generationnexxxt.com:19806/bfcce4097e7b43c0affa24d6ec263175
CMusic,mitv://generationnexxxt.com:19806/7e72c3e7a1584bc096789ccd40162bc4
爱尔达体育1台(备),mitv://generationnexxxt.com:19806/7ee39f66b9f448979335e4067812760f
爱尔达体育2台,mitv://generationnexxxt.com:19806/64604ca4000ec4a27a0042e203a811eb
TRACE Sport Stars,mitv://generationnexxxt.com:19806/e52cafc2a2864446ba65c2b1e787ef52
博斯高球,mitv://generationnexxxt.com:19806/644e9b25000c685d34e2df612a7375dc
博斯高球二台,mitv://generationnexxxt.com:19806/5469d36a29bd428bbd60342fe7db2471
博斯网球台,mitv://generationnexxxt.com:19806/644e9b26000400c834e2e116485d6736
博斯魅力网,mitv://generationnexxxt.com:19806/d2e51a0dea8e4698945f956bd8e13ad9
博斯无限台,mitv://generationnexxxt.com:19806/644e9b25000559f634e2dd8c46c81a89
博斯无限二台,mitv://generationnexxxt.com:19806/4e3ed72f4150435d90bf020a74ea1bc5
博斯运动,mitv://generationnexxxt.com:19806/644e9b24000f31b634e2dc24008c5e76
ELEVEN体育2台,mitv://generationnexxxt.com:19806/e3aeaea58e574957a3ce60d7e2d1081d
智林体育台,mitv://generationnexxxt.com:19806/e32d399935b14711ad1b193cd5841274
博斯运动二台,mitv://generationnexxxt.com:19806/5faa98e5bbc442e4bd72b544651dd1be
五星体育,mitv://generationnexxxt.com:19806/951eda934cf3474d99e84a3ec47648fa
魅力足球,mitv://generationnexxxt.com:19806/4f8ae19901604006bdf0708826db9862
五星体育,mitv://generationnexxxt.com:19806/951eda934cf3474d99e84a3ec47648fa
广东体育,mitv://generationnexxxt.com:19806/645e3c3f0008eacb71f036e30c4b2c2f
Sky Sports Golf,mitv://generationnexxxt.com:19806/645a790a0004f5cd633daed26aee7b23
Sky Sports Premier League,mitv://generationnexxxt.com:19806/645a7909000dea5f633dad3c3bce57a0
Astro Arena,mitv://generationnexxxt.com:19806/6458c64c000b217e5c9b7a38341006fd
Astro SuperSport,mitv://generationnexxxt.com:19806/6466ff1f000aa2e294297251042840c1
Astro SuperSport 2,mitv://generationnexxxt.com:19806/64673d850006de5b951d2fc7722175a3
Astro SuperSport 3,mitv://generationnexxxt.com:19806/644a3bac000c472123cdeea90ef57521
Astro SuperSport 4,mitv://generationnexxxt.com:19806/80de42b5188745979efecd3007daeaa8
beIN Sports 3,mitv://generationnexxxt.com:19806/ade2ee776a684bbca72d37b951bf0d61
WWE,mitv://generationnexxxt.com:19806/157d295b0933470ab2c880d58a7f14ce


CHC动作电影,mitv://generationnexxxt.com:19806/b0a0d2f361f04b429a3185b04b6f7667
CCTV16,mitv://generationnexxxt.com:19806/c2001475104d47b9815a8c3e5e73a761
HC高清电影,mitv://generationnexxxt.com:19806/e27bf51377e2485cb8a7e59c05b24848
CHC家庭影院,mitv://generationnexxxt.com:19806/bbe8e8a94b974d27a3503380b5b934ce
港台電視31,mitv://generationnexxxt.com:19806/5c7ff8bb2e0349cdab492d5aea25ff3c
港台电视32,mitv://generationnexxxt.com:19806/afa315c3220e4a3898e3e2b3beca6ac7
天映频道,mitv://generationnexxxt.com:19806/644b68b3000a7c162865d184572c1ff0
映经典,mitv://generationnexxxt.com:19806/644b663d000a432e285c34846b9e74d6
OUTDOOR,mitv://generationnexxxt.com:19806/6057993e3b7d40ce81c274cb04e6db5a
HBO强档巨献,mitv://generationnexxxt.com:19806/f33628c42a3645dba83d317e70abf28c
HBO原创巨献,mitv://generationnexxxt.com:19806/8987f1bb3c9740e980bce7d787cfba0d
国家地理高画质野生频道,mitv://generationnexxxt.com:19806/faccdb1e8d4a48c4a2eb75b6fb436c05
BBC Earth,mitv://generationnexxxt.com:19806/34f24f8ef6214f94a7e8d5981eb9cde2
Discovery Asia,mitv://generationnexxxt.com:19806/0cb2bcf330534b429a8e008ccdc8886c
Discovery科学频道,mitv://generationnexxxt.com:19806/862c9ba288c44277925b51c391df263b
DMAX,mitv://generationnexxxt.com:19806/645786e20006a4f857bbc2ff4d3a0833
EVE,mitv://generationnexxxt.com:19806/2adb8e78858a455a84520253425057f3
滚动力rollor,mitv://generationnexxxt.com:19806/136a99af59514db0994eccafd13c926f
历史频道,mitv://generationnexxxt.com:19806/64678d420006c5929654aa0f2cef7bf8
罪案侦缉频道,mitv://generationnexxxt.com:19806/ac8e4a1c6d944d28a3d281d65f6892a2
亚电影台HD,mitv://generationnexxxt.com:19806/c4cf7dc18295472595398d0ad757ccf1
龙华电影,mitv://generationnexxxt.com:19806/cede451738ef405fbb9fd50f010c6e69
星卫HD电影台,mitv://generationnexxxt.com:19806/e241d240f66a45adb8be67c8c5cb7edc
靖天映画,mitv://generationnexxxt.com:19806/3ee9183e81d7426b9951e42251877c96
